                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    475,                0.66674,                0.37856,                0.88269,                0.85513,                0.90244,                0.95693,                0.67374,                  1.151,                0.54593,                 1.0639,              0.0008553,              0.0008553,              0.0008553
                    476,                0.64295,                0.36901,                0.88619,                0.85157,                0.90961,                0.95499,                0.66891,                 1.1585,                0.54963,                 1.0664,             0.00082952,             0.00082952,             0.00082952
                    477,                0.66843,                0.38874,                0.89341,                0.84376,                0.92208,                0.95507,                0.66855,                 1.1605,                0.54843,                 1.0679,             0.00080471,             0.00080471,             0.00080471
                    478,                0.65613,                0.37344,                0.88974,                0.85487,                0.90244,                0.95556,                0.67004,                 1.1554,                0.55199,                 1.0721,             0.00078087,             0.00078087,             0.00078087
                    479,                0.65839,                0.37628,                0.89459,                0.85497,                0.90244,                0.95512,                0.66852,                 1.1505,                0.54792,                 1.0773,             0.00075799,             0.00075799,             0.00075799
                    480,                0.66791,                0.38444,                0.89042,                0.85657,                0.90244,                0.95479,                0.66997,                 1.1397,                0.54105,                 1.0802,             0.00073608,             0.00073608,             0.00073608
                    481,                 0.6754,                0.39169,                0.89357,                0.85824,                0.90244,                0.95519,                 0.6757,                 1.1395,                0.53674,                 1.0797,             0.00071514,             0.00071514,             0.00071514
                    482,                0.65786,                0.37509,                0.88939,                0.89829,                0.87805,                0.95611,                0.67893,                 1.1494,                0.53294,                 1.0859,             0.00069516,             0.00069516,             0.00069516
                    483,                0.66808,                0.37981,                0.89828,                0.88942,                0.88285,                0.95837,                0.67498,                 1.1539,                0.53306,                 1.0846,             0.00067616,             0.00067616,             0.00067616
                    484,                0.64997,                0.37424,                0.89266,                 0.8902,                0.89024,                0.95895,                0.66959,                 1.1596,                0.52766,                 1.0836,             0.00065812,             0.00065812,             0.00065812
                    485,                0.64927,                0.37841,                 0.8884,                0.88991,                0.89024,                0.95892,                0.66714,                   1.16,                0.52594,                 1.0815,             0.00064106,             0.00064106,             0.00064106
                    486,                0.64382,                 0.3733,                0.88813,                0.88871,                0.89024,                0.95911,                 0.6674,                 1.1492,                0.52172,                 1.0745,             0.00062496,             0.00062496,             0.00062496
                    487,                0.65105,                0.36837,                0.88463,                0.88712,                0.89024,                 0.9588,                0.66794,                 1.1379,                0.52045,                 1.0673,             0.00060984,             0.00060984,             0.00060984
                    488,                0.66145,                0.38225,                0.89042,                 0.8863,                0.89024,                0.95902,                0.67904,                 1.1243,                0.51948,                 1.0581,             0.00059569,             0.00059569,             0.00059569
                    489,                0.67073,                0.38242,                0.89277,                0.88471,                0.89024,                0.95957,                0.67596,                 1.1189,                0.51735,                 1.0548,             0.00058252,             0.00058252,             0.00058252
                    490,                 0.6578,                0.37565,                0.87326,                0.93188,                0.83416,                0.95867,                0.67087,                 1.1221,                0.52635,                 1.0571,             0.00057032,             0.00057032,             0.00057032
                    491,                0.67312,                0.39838,                0.88875,                0.92025,                0.84436,                0.95807,                0.66787,                 1.1271,                0.52906,                 1.0593,             0.00055909,             0.00055909,             0.00055909
                    492,                0.66686,                0.39702,                0.88051,                0.92066,                0.84916,                0.95779,                0.65855,                  1.136,                0.53678,                 1.0635,             0.00054884,             0.00054884,             0.00054884
                    493,                0.67169,                0.39043,                0.89307,                0.92042,                0.84627,                0.95732,                 0.6603,                 1.1368,                0.53635,                 1.0656,             0.00053956,             0.00053956,             0.00053956
                    494,                0.64053,                0.37737,                0.88464,                0.92027,                0.84454,                0.95823,                0.65911,                 1.1345,                0.53529,                 1.0642,             0.00053126,             0.00053126,             0.00053126
                    495,                0.66785,                 0.3835,                0.88314,                0.94132,                0.84146,                0.95831,                0.66313,                 1.1334,                0.53233,                 1.0674,             0.00052393,             0.00052393,             0.00052393
                    496,                 0.6428,                0.36742,                 0.8863,                0.93722,                0.82927,                0.95258,                0.67534,                 1.1367,                0.53073,                 1.0698,             0.00051759,             0.00051759,             0.00051759
                    497,                0.66552,                0.37592,                0.88337,                0.87047,                0.90149,                 0.9535,                0.67038,                 1.1371,                0.52843,                 1.0699,             0.00051221,             0.00051221,             0.00051221
                    498,                0.65773,                0.37262,                0.89306,                0.87573,                0.90244,                0.95301,                0.66876,                 1.1372,                 0.5257,                 1.0676,             0.00050782,             0.00050782,             0.00050782
                    499,                0.64284,                0.36609,                0.88945,                0.83817,                 0.9475,                0.96167,                0.66028,                 1.1394,                0.52397,                 1.0666,              0.0005044,              0.0005044,              0.0005044
                    500,                0.65698,                0.36956,                0.89073,                0.83805,                0.93902,                0.95977,                0.65943,                 1.1441,                 0.5318,                 1.0657,             0.00050195,             0.00050195,             0.00050195
